Rank;Touro_NAAB;Touro_Nome;Touro_TPI;Touro_NM$;Femea_NAAB;Femea_Num;Femea_Reg;Femea_TPI;Femea_NM$;NM$_PA;NM$_Corrigido;NM$_IC_Lower;NM$_IC_Upper;TPI_PA;F_Esperada_%;Depressao_$;P_Acima_Media_%;P_Top25_%;P_Top10_%;Complementaridade;Balanceamento;Score_Final;Haplo_Conflitos;Beta_Caseina;Kappa_Caseina;Casein_Score;PA_MILK;IC_Low_MILK;IC_High_MILK;PA_FAT;IC_Low_FAT;IC_High_FAT;PA_PROT;IC_Low_PROT;IC_High_PROT;PA_SCS;IC_Low_SCS;IC_High_SCS;PA_PL;IC_Low_PL;IC_High_PL;PA_LIV;IC_Low_LIV;IC_High_LIV;PA_DPR;IC_Low_DPR;IC_High_DPR;PA_CCR;IC_Low_CCR;IC_High_CCR;PA_HCR;IC_Low_HCR;IC_High_HCR;PA_EFC;IC_Low_EFC;IC_High_EFC;PA_HLIV;IC_Low_HLIV;IC_High_HLIV;PA_UDC;IC_Low_UDC;IC_High_UDC;PA_FLC;IC_Low_FLC;IC_High_FLC;PA_BWC;IC_Low_BWC;IC_High_BWC
192;007HO17686;Commander;3457;1141;HOBRAC6735A204257;37;1175;1558;-531;305;210;-100;520;2508;3.98;-95;99.7;93.9;66.1;0.0;55.0;62.9;;A2A2xNoCall;AAxAB;0;269.8;-1491.6;2031.3;26.9;-40.4;94.2;17.5;-30.5;65.5;3.1;2.8;3.4;-0.6;-3.4;2.2;0.5;-1.6;2.6;-1.4;-3.5;0.8;-0.3;-2.9;2.2;-1.3;-3.7;1.1;-1.2;-9.8;7.3;-0.2;-1.6;1.2;-1.8;-3.1;-0.5;-1.0;-2.1;0.2;-1.1;-2.7;0.5
193;007HO17220;Rosemary;3323;879;HOBRAC6735A204230;10;1105;2139;-430;224;129;-181;439;2731;3.98;-95;98.9;85.1;46.3;0.0;71.0;62.8;;xA2A2;xAB;0;598.8;-1162.6;2360.3;14.9;-52.4;82.2;13.0;-35.0;61.0;2.9;2.6;3.2;0.6;-2.3;3.4;-0.2;-2.3;1.9;-0.5;-2.7;1.7;1.1;-1.4;3.7;0.6;-1.8;3.0;2.1;-6.4;10.6;1.1;-0.3;2.4;0.5;-0.8;1.8;-0.1;-1.3;1.0;0.7;-0.9;2.3
194;007HO17593;Betzold;3422;1043;HOBRAC6735A204257;37;1175;1558;-531;256;161;-149;471;2490;3.98;-95;99.4;89.2;54.2;0.0;56.9;62.8;;A2A2xNoCall;BBxAB=50%BB;1;333.8;-1427.6;2095.3;10.9;-56.4;78.2;12.0;-36.0;60.0;3.0;2.7;3.3;-0.4;-3.2;2.4;1.6;-0.5;3.6;-0.9;-3.1;1.3;0.2;-2.4;2.8;-0.8;-3.2;1.6;-0.1;-8.6;8.4;-0.6;-2.0;0.8;-1.7;-3.0;-0.4;-1.0;-2.1;0.2;-0.9;-2.5;0.8
195;007HO17593;Betzold;3422;1043;HOBRAC6735A204237;17;1097;1477;-739;152;57;-253;367;2450;3.98;-95;96.7;72.0;29.1;0.0;56.5;62.6;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;-78.2;-1839.6;1683.3;10.9;-56.4;78.2;3.5;-44.5;51.5;3.0;2.8;3.3;-0.9;-3.7;1.9;1.1;-1.0;3.2;-0.4;-2.6;1.8;0.7;-1.9;3.3;-0.8;-3.2;1.6;-0.5;-9.0;8.0;-0.6;-2.0;0.8;-1.5;-2.8;-0.2;-0.7;-1.9;0.4;-0.5;-2.1;1.2
196;007HO17686;Commander;3457;1141;HOBRAC6735A204228;8;1193;2246;-286;428;332;22;642;2852;3.98;-95;100.0;99.0;88.3;0.0;10.3;62.5;;A2A2xA1A2=50%A2A2;AAxAB;1;947.8;-813.6;2709.3;54.9;-12.4;122.2;36.0;-12.0;84.0;3.0;2.7;3.3;-0.2;-3.1;2.6;-1.6;-3.7;0.5;-3.1;-5.3;-0.9;-1.6;-4.2;1.0;-0.1;-2.5;2.4;1.4;-7.1;10.0;0.6;-0.8;1.9;-0.4;-1.7;0.9;-0.0;-1.2;1.2;0.2;-1.4;1.8
197;522HO04563;Hendricks;3062;488;HOBRAC6735A204227;7;1103;2200;-121;184;88;-222;398;2631;3.98;-95;97.9;78.3;36.2;0.0;52.4;62.5;;A2A2xA2A2=100%A2A2;ABxAB;3;182.3;-1579.1;1943.8;19.4;-47.9;86.7;15.5;-32.5;63.5;2.9;2.6;3.2;-0.4;-3.2;2.4;-0.2;-2.3;1.8;-1.9;-4.1;0.3;-0.6;-3.2;2.0;-1.4;-3.8;1.0;0.1;-8.4;8.6;-0.1;-1.5;1.3;-0.0;-1.3;1.3;-0.6;-1.8;0.5;0.2;-1.4;1.9
198;007HO17220;Rosemary;3323;879;HOBRAC6735A204254;34;1187;1859;-373;253;158;-152;468;2591;3.98;-95;99.3;88.9;53.5;0.0;62.6;62.3;;xA2A2;xAB;0;-179.2;-1940.6;1582.3;21.9;-45.4;89.2;8.5;-39.5;56.5;3.0;2.7;3.3;-0.1;-3.0;2.7;1.8;-0.3;3.9;-0.2;-2.4;2.0;1.0;-1.6;3.6;1.2;-1.3;3.6;-0.2;-8.7;8.3;0.1;-1.3;1.5;-1.0;-2.3;0.3;-0.7;-1.9;0.5;-0.5;-2.1;1.2
199;007HO17537;Shimmy;3247;815;HOBRAC6735A204251;31;1088;1983;-273;271;176;-134;486;2615;3.98;-95;99.5;90.9;58.0;0.0;56.8;62.2;;xA2A2;xNoCall;0;450.8;-1310.6;2212.3;11.4;-55.9;78.7;16.0;-32.0;64.0;3.1;2.8;3.4;-0.3;-3.2;2.5;-0.2;-2.3;1.9;-1.1;-3.2;1.1;0.1;-2.5;2.7;1.1;-1.3;3.5;1.1;-7.4;9.6;-0.1;-1.5;1.3;-0.5;-1.8;0.8;-0.5;-1.6;0.7;-0.9;-2.6;0.7
200;007HO17686;Commander;3457;1141;HOBRAC6735A204252;32;1094;1688;-506;318;222;-88;532;2572;3.98;-95;99.8;94.8;69.0;0.0;15.8;62.1;;A2A2xA2A2=100%A2A2;AAxAA;3;931.3;-830.1;2692.8;40.9;-26.4;108.2;27.5;-20.5;75.5;3.2;2.9;3.5;-1.1;-4.0;1.7;-1.9;-4.0;0.2;-3.1;-5.3;-0.9;-1.2;-3.8;1.4;-0.3;-2.8;2.1;0.6;-7.9;9.1;0.2;-1.2;1.6;-1.6;-2.9;-0.3;-0.9;-2.0;0.3;-1.0;-2.6;0.6
201;522HO04563;Hendricks;3062;488;HOBRAC6735A204265;45;1123;2232;-168;160;65;-245;375;2647;3.98;-95;97.1;73.6;30.8;0.0;56.0;62.0;;A2A2xA2A2=100%A2A2;ABxAA;3;978.8;-782.6;2740.3;0.4;-66.9;67.7;20.5;-27.5;68.5;3.0;2.7;3.3;0.1;-2.7;2.9;-0.8;-2.8;1.3;-1.7;-3.8;0.5;-0.2;-2.8;2.3;-1.1;-3.5;1.3;1.4;-7.1;10.0;0.0;-1.4;1.4;0.5;-0.8;1.8;-0.3;-1.4;0.9;-0.6;-2.2;1.1
202;007HO17220;Rosemary;3323;879;HOBRAC6735A204224;4;1189;1754;-391;244;149;-161;459;2538;3.98;-95;99.2;87.8;51.2;0.0;63.0;61.9;;xA2A2;xAA;0;314.8;-1446.6;2076.3;10.9;-56.4;78.2;9.0;-39.0;57.0;3.0;2.7;3.3;0.4;-2.5;3.2;1.8;-0.3;3.8;-0.6;-2.7;1.6;0.8;-1.8;3.3;-0.1;-2.5;2.3;-0.8;-9.4;7.7;0.3;-1.0;1.7;-1.1;-2.4;0.2;-0.9;-2.0;0.3;-0.6;-2.3;1.0
203;007HO17697;POwered;3337;1026;HOBRAC6735A204248;28;1099;1735;-546;240;145;-165;455;2536;3.98;-95;99.2;87.3;50.2;0.0;63.6;61.8;;xA2A2;xAA;0;62.8;-1698.6;1824.3;19.9;-47.4;87.2;5.0;-43.0;53.0;3.0;2.7;3.3;-0.0;-2.9;2.8;1.0;-1.1;3.1;-0.3;-2.5;1.9;1.2;-1.4;3.8;-0.8;-3.2;1.6;0.9;-7.6;9.4;-0.1;-1.5;1.3;-1.4;-2.7;-0.1;-0.8;-2.0;0.3;-0.3;-1.9;1.3
204;007HO17697;POwered;3337;1026;HOBRAC6735A204250;30;1093;1886;-515;256;160;-150;470;2612;3.98;-95;99.4;89.2;54.1;0.0;57.4;61.7;;xA2A2;xAA;0;381.3;-1380.1;2142.8;27.4;-39.9;94.7;8.0;-40.0;56.0;3.0;2.7;3.3;0.2;-2.6;3.0;1.1;-1.0;3.1;-1.8;-3.9;0.4;-0.5;-3.1;2.0;0.0;-2.4;2.4;0.2;-8.3;8.8;0.3;-1.1;1.7;-0.5;-1.8;0.8;-0.2;-1.4;0.9;0.1;-1.6;1.7
205;522HO04563;Hendricks;3062;488;HOBRAC6735A204244;24;1081;2195;-161;164;68;-242;378;2628;3.98;-95;97.2;74.4;31.6;0.0;53.4;61.7;;A2A2xA2A2=100%A2A2;ABxNoCall;3;692.3;-1069.1;2453.8;5.4;-61.9;72.7;19.5;-28.5;67.5;2.9;2.6;3.2;-0.0;-2.9;2.8;-1.5;-3.6;0.5;-1.9;-4.0;0.3;-0.7;-3.3;1.9;-1.5;-3.9;0.9;1.5;-7.0;10.1;0.2;-1.1;1.6;0.1;-1.2;1.4;-0.3;-1.5;0.8;0.3;-1.3;1.9
206;007HO17686;Commander;3457;1141;HOBRAC6735A204231;11;1196;1335;-775;183;88;-222;398;2396;3.98;-95;97.9;78.2;36.1;0.0;51.6;61.7;;A2A2xA2A2=100%A2A2;AAxAA;3;496.3;-1265.1;2257.8;17.4;-49.9;84.7;10.0;-38.0;58.0;3.1;2.8;3.4;-1.3;-4.1;1.5;-0.4;-2.4;1.7;-1.3;-3.4;0.9;-0.2;-2.8;2.3;-0.6;-3.0;1.8;-1.5;-10.0;7.1;-0.2;-1.6;1.2;-1.9;-3.2;-0.6;-1.1;-2.2;0.1;-0.9;-2.5;0.7
207;007HO17537;Shimmy;3247;815;HOBRAC6735A204249;29;1108;2030;-374;220;125;-185;435;2638;3.98;-95;98.8;84.5;45.3;0.0;65.2;61.5;;xA2A2;xAA;0;282.3;-1479.1;2043.8;-2.6;-69.9;64.7;8.5;-39.5;56.5;3.0;2.7;3.3;1.0;-1.8;3.8;1.4;-0.7;3.4;-0.4;-2.5;1.8;0.9;-1.7;3.5;0.6;-1.8;3.0;-0.0;-8.6;8.5;0.1;-1.3;1.5;0.1;-1.2;1.4;0.2;-0.9;1.4;-0.5;-2.1;1.2
208;007HO17537;Shimmy;3247;815;HOBRAC6735A204258;38;1111;2059;-290;262;167;-143;477;2653;3.98;-95;99.4;90.0;55.9;0.0;53.1;61.5;;xA1A2;xBE;0;3.3;-1758.1;1764.8;24.9;-42.4;92.2;13.5;-34.5;61.5;3.0;2.7;3.3;-0.5;-3.4;2.3;-0.7;-2.7;1.4;-1.4;-3.6;0.8;-0.8;-3.3;1.8;0.4;-2.0;2.8;1.5;-7.0;10.0;-0.1;-1.5;1.3;-0.3;-1.6;1.0;-0.0;-1.2;1.1;-0.0;-1.7;1.6
209;007HO17537;Shimmy;3247;815;HOBRAC6735A204228;8;1193;2246;-286;264;169;-141;479;2746;3.98;-95;99.5;90.2;56.4;0.0;49.5;61.3;;xA1A2;xAB;0;630.8;-1130.6;2392.3;25.9;-41.4;93.2;24.5;-23.5;72.5;2.9;2.6;3.2;-0.3;-3.2;2.5;-1.0;-3.0;1.1;-2.6;-4.8;-0.4;-1.7;-4.3;0.9;0.5;-1.9;3.0;2.7;-5.8;11.2;0.4;-1.0;1.8;0.0;-1.3;1.3;0.2;-1.0;1.3;0.5;-1.1;2.1
210;007HO17697;POwered;3337;1026;HOBRAC6735A204257;37;1175;1558;-531;248;152;-158;462;2448;3.98;-95;99.3;88.2;52.1;0.0;58.9;61.2;;xNoCall;xAB;0;119.8;-1641.6;1881.3;13.4;-53.9;80.7;6.5;-41.5;54.5;3.0;2.7;3.3;0.0;-2.8;2.8;1.7;-0.4;3.8;-0.8;-2.9;1.4;0.1;-2.4;2.7;-1.6;-4.1;0.8;-0.6;-9.1;7.9;-0.3;-1.7;1.1;-1.8;-3.1;-0.5;-1.2;-2.4;-0.1;-0.7;-2.3;0.9
211;007HO17593;Betzold;3422;1043;HOBRAC6735A204231;11;1196;1335;-775;134;39;-271;349;2378;3.98;-95;95.8;68.0;25.3;0.0;53.6;61.1;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;560.3;-1201.1;2321.8;1.4;-65.9;68.7;4.5;-43.5;52.5;3.0;2.7;3.3;-1.1;-3.9;1.7;0.7;-1.4;2.8;-0.8;-3.0;1.4;0.3;-2.3;2.9;-0.1;-2.5;2.3;-0.3;-8.8;8.2;-0.6;-2.0;0.8;-1.8;-3.1;-0.5;-1.0;-2.2;0.1;-0.7;-2.3;0.9
212;522HO04563;Hendricks;3062;488;HOBRAC6735A204229;9;1194;2216;-231;128;33;-277;343;2639;3.98;-95;95.4;66.8;24.2;0.0;59.5;60.9;;A2A2xA2A2=100%A2A2;ABxAB;3;403.3;-1358.1;2164.8;0.4;-66.9;67.7;18.5;-29.5;66.5;2.9;2.6;3.2;0.1;-2.7;2.9;-1.0;-3.1;1.1;-0.9;-3.1;1.3;0.7;-1.9;3.3;1.6;-0.9;4.0;2.8;-5.7;11.3;-0.2;-1.5;1.2;-0.2;-1.5;1.1;-0.5;-1.7;0.7;0.1;-1.6;1.7
213;007HO17537;Shimmy;3247;815;HOBRAC6735A204255;35;1180;1898;-362;226;131;-179;441;2572;3.98;-95;99.0;85.4;46.8;0.0;60.5;60.9;;xA1A2;xAE;0;371.8;-1389.6;2133.3;1.9;-65.4;69.2;9.0;-39.0;57.0;3.0;2.7;3.3;0.1;-2.7;2.9;0.7;-1.4;2.8;-0.6;-2.7;1.6;0.7;-1.9;3.2;1.4;-1.0;3.8;1.5;-7.0;10.0;-0.3;-1.7;1.1;-0.6;-1.9;0.7;-0.4;-1.5;0.8;-0.7;-2.3;1.0
214;007HO17697;POwered;3337;1026;HOBRAC6735A204252;32;1094;1688;-506;260;165;-145;475;2512;3.98;-95;99.4;89.7;55.2;0.0;52.1;60.8;;xA2A2;xAA;0;781.3;-980.1;2542.8;27.4;-39.9;94.7;16.5;-31.5;64.5;3.1;2.8;3.4;-0.5;-3.4;2.3;-0.7;-2.8;1.4;-2.5;-4.7;-0.3;-0.7;-3.3;1.9;-0.7;-3.1;1.7;1.2;-7.3;9.8;0.1;-1.3;1.5;-1.6;-2.9;-0.3;-1.1;-2.3;0.1;-0.6;-2.2;1.0
215;007HO17220;Rosemary;3323;879;HOBRAC6735A204263;43;1122;2027;-419;230;135;-175;445;2675;3.98;-95;99.0;85.9;47.7;0.0;56.7;60.8;;xA1A2;xBB;0;809.8;-951.6;2571.3;14.9;-52.4;82.2;20.5;-27.5;68.5;3.1;2.8;3.4;-0.2;-3.0;2.6;0.1;-2.0;2.2;-1.6;-3.7;0.6;-0.1;-2.7;2.5;0.9;-1.6;3.3;-0.6;-9.1;7.9;0.0;-1.3;1.4;0.2;-1.1;1.5;-0.4;-1.6;0.7;-0.2;-1.9;1.4
216;522HO04563;Hendricks;3062;488;HOBRAC6735A204239;19;1112;2071;-272;108;13;-297;323;2566;3.98;-95;94.1;61.9;20.3;0.0;56.6;60.7;;A2A2xA2A2=100%A2A2;ABxBB=50%BB;4;1135.3;-626.1;2896.8;-8.1;-75.4;59.2;19.5;-28.5;67.5;3.0;2.7;3.3;0.1;-2.7;2.9;-1.8;-3.9;0.3;-1.4;-3.6;0.8;-0.0;-2.6;2.5;-1.3;-3.7;1.1;0.7;-7.8;9.2;-0.3;-1.7;1.1;0.1;-1.2;1.4;-0.6;-1.8;0.6;-0.0;-1.6;1.6
217;007HO17220;Rosemary;3323;879;HOBRAC6735A204222;2;1106;1985;-413;233;138;-172;448;2654;3.98;-95;99.1;86.3;48.4;0.0;55.9;60.7;;xA1A2;xBE;0;33.8;-1727.6;1795.3;15.4;-51.9;82.7;11.5;-36.5;59.5;3.0;2.7;3.3;-0.1;-3.0;2.7;1.3;-0.8;3.4;-1.2;-3.3;1.0;-0.3;-2.9;2.3;0.1;-2.4;2.5;-2.7;-11.2;5.9;0.7;-0.7;2.0;0.1;-1.2;1.4;-0.1;-1.2;1.1;-0.4;-2.1;1.2
218;007HO17697;POwered;3337;1026;HOBRAC6735A204228;8;1193;2246;-286;370;275;-35;585;2792;3.98;-95;99.9;97.5;79.6;0.0;20.2;60.6;;xA1A2;xAB;0;797.8;-963.6;2559.3;41.4;-25.9;108.7;25.0;-23.0;73.0;2.9;2.6;3.2;0.4;-2.5;3.2;-0.4;-2.5;1.7;-2.5;-4.7;-0.3;-1.1;-3.7;1.5;-0.4;-2.8;2.0;2.1;-6.4;10.6;0.4;-0.9;1.8;-0.3;-1.6;1.0;-0.2;-1.4;0.9;0.6;-1.0;2.2
219;007HO17220;Rosemary;3323;879;HOBRAC6735A204259;39;1117;1712;-478;200;105;-205;415;2518;3.98;-95;98.4;81.3;40.3;0.0;65.3;60.3;;xA1A2;xBB;0;-46.2;-1807.6;1715.3;7.4;-59.9;74.7;6.5;-41.5;54.5;3.0;2.7;3.3;0.4;-2.5;3.2;1.8;-0.3;3.9;0.2;-2.0;2.4;1.2;-1.3;3.8;-0.1;-2.5;2.3;-1.8;-10.3;6.7;0.3;-1.1;1.7;-1.1;-2.4;0.2;-0.8;-1.9;0.4;-0.4;-2.0;1.3
220;007HO17686;Commander;3457;1141;HOBRAC6735A204235;15;1100;1368;-812;164;69;-241;379;2412;3.98;-95;97.2;74.6;31.8;0.0;45.4;59.9;;A2A2xA2A2=100%A2A2;AAxAA;3;155.8;-1605.6;1917.3;27.9;-39.4;95.2;9.0;-39.0;57.0;3.2;2.9;3.5;-1.8;-4.6;1.0;-1.1;-3.2;0.9;-2.1;-4.3;0.1;-0.9;-3.5;1.7;-1.6;-4.0;0.8;-1.7;-10.2;6.8;-0.2;-1.6;1.1;-1.5;-2.8;-0.2;-0.9;-2.0;0.3;-1.1;-2.7;0.5
221;522HO04563;Hendricks;3062;488;HOBRAC6735A204238;18;1110;2290;-147;170;75;-235;385;2676;3.98;-95;97.5;75.8;33.2;0.0;58.2;59.9;;A2A2xA1A2=50%A2A2;ABxAB;1;1199.3;-562.1;2960.8;-0.6;-67.9;66.7;25.0;-23.0;73.0;2.9;2.7;3.2;0.5;-2.4;3.3;-1.6;-3.7;0.4;-1.6;-3.7;0.6;-0.3;-2.9;2.3;-0.8;-3.3;1.6;2.6;-5.9;11.2;0.2;-1.2;1.6;0.5;-0.8;1.8;-0.5;-1.7;0.6;0.2;-1.4;1.8
222;007HO17537;Shimmy;3247;815;HOBRAC6735A204254;34;1187;1859;-373;221;126;-184;436;2553;3.98;-95;98.9;84.6;45.4;0.0;55.3;59.8;;xA2A2;xAB;0;-99.2;-1860.6;1662.3;13.4;-53.9;80.7;9.5;-38.5;57.5;3.1;2.8;3.4;-0.7;-3.6;2.1;0.7;-1.4;2.7;-0.7;-2.8;1.5;0.2;-2.4;2.8;1.6;-0.9;4.0;1.5;-7.0;10.0;-0.3;-1.7;1.1;-0.9;-2.2;0.4;-0.5;-1.6;0.7;-0.7;-2.3;0.9
223;007HO17220;Rosemary;3323;879;HOBRAC6735A204223;3;1115;1814;-509;185;90;-220;400;2568;3.98;-95;98.0;78.5;36.6;0.0;64.9;59.7;;xA2A2;xAA;0;157.3;-1604.1;1918.8;9.9;-57.4;77.2;6.0;-42.0;54.0;2.9;2.6;3.2;0.3;-2.6;3.1;1.6;-0.4;3.7;0.0;-2.1;2.2;1.1;-1.4;3.7;-0.3;-2.8;2.1;-1.0;-9.5;7.5;0.2;-1.2;1.5;-0.6;-1.9;0.7;-0.5;-1.7;0.6;0.2;-1.4;1.8
224;007HO17537;Shimmy;3247;815;HOBRAC6735A204230;10;1105;2139;-430;192;97;-213;407;2693;3.98;-95;98.2;79.9;38.4;0.0;59.1;59.6;;xA2A2;xAB;0;678.8;-1082.6;2440.3;6.4;-60.9;73.7;14.0;-34.0;62.0;3.0;2.7;3.3;-0.0;-2.9;2.8;-1.3;-3.4;0.7;-1.0;-3.1;1.2;0.3;-2.2;2.9;1.0;-1.4;3.4;3.8;-4.7;12.3;0.7;-0.7;2.0;0.5;-0.8;1.8;0.1;-1.0;1.3;0.4;-1.2;2.1
225;007HO17537;Shimmy;3247;815;HOBRAC6735A204224;4;1189;1754;-391;212;117;-193;427;2500;3.98;-95;98.7;83.2;43.2;0.0;55.7;59.4;;xA2A2;xAA;0;394.8;-1366.6;2156.3;2.4;-64.9;69.7;10.0;-38.0;58.0;3.1;2.8;3.3;-0.2;-3.1;2.6;0.6;-1.5;2.7;-1.0;-3.2;1.2;-0.1;-2.6;2.5;0.3;-2.1;2.7;0.9;-7.7;9.4;-0.0;-1.4;1.3;-1.1;-2.3;0.2;-0.7;-1.8;0.5;-0.9;-2.5;0.8
226;007HO17593;Betzold;3422;1043;HOBRAC6735A204235;15;1100;1368;-812;116;20;-290;330;2395;3.98;-95;94.6;63.7;21.7;0.0;47.4;59.2;;A2A2xA2A2=100%A2A2;BBxAA=100%AB;4;219.8;-1541.6;1981.3;11.9;-55.4;79.2;3.5;-44.5;51.5;3.1;2.8;3.4;-1.6;-4.4;1.2;-0.1;-2.2;2.0;-1.7;-3.8;0.5;-0.3;-2.9;2.2;-1.1;-3.5;1.3;-0.6;-9.1;8.0;-0.7;-2.0;0.7;-1.4;-2.7;-0.1;-0.9;-2.0;0.3;-0.9;-2.5;0.7
227;522HO04563;Hendricks;3062;488;HOBRAC6735A204232;12;1089;2056;-286;101;6;-304;316;2559;3.98;-95;93.5;60.2;19.1;0.0;58.4;59.1;;A2A2xA2A2=100%A2A2;ABxAB;3;720.8;-1040.6;2482.3;-6.1;-73.4;61.2;15.0;-33.0;63.0;2.9;2.6;3.2;0.3;-2.6;3.1;-0.6;-2.7;1.5;-1.1;-3.3;1.1;0.3;-2.3;2.9;-0.8;-3.2;1.7;1.2;-7.3;9.8;-0.2;-1.5;1.2;-0.2;-1.5;1.1;-0.5;-1.7;0.7;0.0;-1.6;1.7
228;007HO17697;POwered;3337;1026;HOBRAC6735A204233;13;1096;1621;-649;188;93;-217;403;2479;3.98;-95;98.1;79.2;37.4;0.0;60.1;58.9;;xA2A2;xAA;0;45.3;-1716.1;1806.8;13.9;-53.4;81.2;0.0;-48.0;48.0;3.0;2.7;3.3;-0.1;-3.0;2.7;1.1;-0.9;3.2;-0.6;-2.7;1.6;0.7;-1.9;3.2;-1.1;-3.5;1.3;-0.5;-9.0;8.0;-0.1;-1.5;1.2;-1.0;-2.3;0.3;-0.8;-1.9;0.4;-0.3;-2.0;1.3
229;007HO17220;Rosemary;3323;879;HOBRAC6735A204250;30;1093;1886;-515;182;87;-223;397;2604;3.98;-95;97.9;78.0;35.9;0.0;57.0;58.5;;xA2A2;xAA;0;134.3;-1627.1;1895.8;20.4;-46.9;87.7;6.5;-41.5;54.5;3.0;2.7;3.3;0.1;-2.7;2.9;1.6;-0.4;3.7;-1.4;-3.6;0.8;-0.3;-2.9;2.2;0.6;-1.9;3.0;-0.8;-9.4;7.7;0.7;-0.7;2.0;-0.2;-1.5;1.1;-0.0;-1.2;1.1;0.2;-1.4;1.9
230;007HO17220;Rosemary;3323;879;HOBRAC6735A204248;28;1099;1735;-546;166;71;-239;381;2529;3.98;-95;97.3;75.0;32.3;0.0;63.2;58.5;;xA2A2;xAA;0;-184.2;-1945.6;1577.3;12.9;-54.4;80.2;3.5;-44.5;51.5;3.0;2.7;3.3;-0.1;-3.0;2.7;1.6;-0.5;3.7;0.0;-2.1;2.2;1.4;-1.2;4.0;-0.2;-2.7;2.2;-0.2;-8.7;8.3;0.2;-1.1;1.6;-1.1;-2.4;0.2;-0.7;-1.8;0.5;-0.1;-1.8;1.5
231;007HO17697;POwered;3337;1026;HOBRAC6735A204253;33;1095;1532;-648;189;94;-216;404;2434;3.98;-95;98.1;79.3;37.6;0.0;57.7;58.5;;xA2A2;xAA;0;-179.2;-1940.6;1582.3;13.4;-53.9;80.7;-3.5;-51.5;44.5;3.0;2.7;3.3;-0.0;-2.9;2.8;1.5;-0.6;3.5;-0.9;-3.0;1.3;0.1;-2.4;2.7;-0.9;-3.4;1.5;-0.4;-8.9;8.1;-0.1;-1.5;1.3;-1.2;-2.5;0.0;-1.0;-2.2;0.1;-0.7;-2.3;0.9
232;522HO04563;Hendricks;3062;488;HOBRAC6735A204251;31;1088;1983;-273;108;12;-298;322;2522;3.98;-95;94.0;61.8;20.2;0.0;52.3;58.4;;A2A2xA2A2=100%A2A2;ABxNoCall;3;532.3;-1229.1;2293.8;-2.6;-69.9;64.7;14.0;-34.0;62.0;3.0;2.7;3.3;-0.5;-3.3;2.3;-1.0;-3.1;1.1;-1.5;-3.7;0.7;-0.2;-2.8;2.4;-0.6;-3.0;1.8;0.2;-8.3;8.8;-0.2;-1.5;1.2;-0.2;-1.5;1.1;-0.8;-2.0;0.3;-0.6;-2.2;1.1
233;007HO17537;Shimmy;3247;815;HOBRAC6735A204263;43;1122;2027;-419;198;103;-207;413;2637;3.98;-95;98.3;80.9;39.7;0.0;49.5;58.2;;xA1A2;xBB;0;889.8;-871.6;2651.3;6.4;-60.9;73.7;21.5;-26.5;69.5;3.2;2.9;3.5;-0.8;-3.6;2.0;-1.0;-3.1;1.0;-2.0;-4.2;0.2;-0.9;-3.5;1.7;1.2;-1.2;3.7;1.1;-7.4;9.6;-0.3;-1.7;1.0;0.2;-1.1;1.5;-0.2;-1.4;0.9;-0.5;-2.1;1.1
234;007HO17537;Shimmy;3247;815;HOBRAC6735A204222;2;1106;1985;-413;201;106;-204;416;2616;3.98;-95;98.4;81.4;40.5;0.0;48.6;58.2;;xA1A2;xBE;0;113.8;-1647.6;1875.3;6.9;-60.4;74.2;12.5;-35.5;60.5;3.0;2.7;3.3;-0.7;-3.6;2.1;0.2;-1.9;2.2;-1.6;-3.8;0.6;-1.1;-3.7;1.5;0.4;-2.0;2.9;-1.0;-9.5;7.6;0.2;-1.1;1.6;0.1;-1.2;1.4;0.2;-1.0;1.3;-0.7;-2.3;0.9
235;007HO17220;Rosemary;3323;879;HOBRAC6735A204257;37;1175;1558;-531;174;79;-231;389;2440;3.98;-95;97.6;76.5;34.0;0.0;58.6;57.9;;xNoCall;xAB;0;-127.2;-1888.6;1634.3;6.4;-60.9;73.7;5.0;-43.0;53.0;3.0;2.7;3.3;-0.1;-2.9;2.7;2.3;0.2;4.4;-0.4;-2.6;1.8;0.4;-2.2;2.9;-1.1;-3.5;1.3;-1.7;-10.2;6.8;0.0;-1.3;1.4;-1.4;-2.7;-0.2;-1.1;-2.2;0.1;-0.5;-2.2;1.1
236;007HO17537;Shimmy;3247;815;HOBRAC6735A204259;39;1117;1712;-478;168;73;-237;383;2480;3.98;-95;97.4;75.4;32.7;0.0;58.1;57.7;;xA1A2;xBB;0;33.8;-1727.6;1795.3;-1.1;-68.4;66.2;7.5;-40.5;55.5;3.1;2.8;3.4;-0.2;-3.1;2.6;0.7;-1.4;2.7;-0.3;-2.4;1.9;0.5;-2.1;3.0;0.3;-2.1;2.7;-0.1;-8.6;8.4;-0.1;-1.5;1.3;-1.1;-2.4;0.2;-0.6;-1.7;0.6;-0.6;-2.2;1.0
