Touro_NAAB;Touro_Nome;Touro_TPI;Touro_NM$;Rank_no_Touro;Femea_NAAB;Femea_Num;Femea_Reg;Femea_TPI;Femea_NM$;NM$_PA;NM$_Corrigido;NM$_IC_Lower;NM$_IC_Upper;TPI_PA;F_Esperada_%;Depressao_$;P_Acima_Media_%;P_Top25_%;P_Top10_%;Complementaridade;Balanceamento;Score_Final;PA_MILK;PA_FAT;PA_PROT;PA_SCS;PA_DPR;PA_CCR;PA_PL;PA_LIV;PA_HCR;PA_EFC;PA_HLIV;PA_UDC;PA_FLC;PA_BWC;IC_Low_MILK;IC_High_MILK;IC_Low_FAT;IC_High_FAT;IC_Low_PROT;IC_High_PROT;Haplo_Conflitos;Beta_Caseina;Kappa_Caseina
007HO17593;Betzold;3422;1043;17;HOBRAC6735A204245;25;1091;2172;-131;456;361;51;671;2797;3.98;-95;100.0;99.4;91.5;0.0;72.0;76.9;1249.8;22.4;25.0;3.0;-0.8;0.8;1.1;0.7;0.5;1.8;-0.1;-0.2;-0.2;-0.8;-511.6;3011.3;-44.9;89.7;-23.0;73.0;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;18;HOBRAC6735A204265;45;1123;2232;-168;438;342;32;652;2827;3.98;-95;100.0;99.2;89.5;0.0;70.6;76.3;1278.3;27.4;28.5;3.0;-1.3;0.7;0.6;0.5;0.5;2.2;-0.2;-0.1;-0.1;-1.0;-483.1;3039.8;-39.9;94.7;-19.5;76.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;19;HOBRAC6735A204239;19;1112;2071;-272;386;290;-20;600;2746;3.98;-95;100.0;98.0;82.3;0.0;71.4;76.1;1434.8;18.9;27.5;3.0;-1.0;0.9;0.6;-0.6;0.3;1.4;-0.5;-0.5;-0.4;-0.5;-326.6;3196.3;-48.4;86.2;-20.5;75.5;;A2A2xA2A2=100%A2A2;BBxBB=100%BB
007HO17593;Betzold;3422;1043;20;HOBRAC6735A204229;9;1194;2216;-231;406;311;1;621;2819;3.98;-95;100.0;98.6;85.4;0.0;75.0;76.0;702.8;27.4;26.5;2.9;-0.5;1.6;0.6;0.2;3.2;3.5;-0.3;-0.7;-0.3;-0.4;-1058.6;2464.3;-39.9;94.7;-21.5;74.5;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;21;HOBRAC6735A204227;7;1103;2200;-121;461;366;56;676;2811;3.98;-95;100.0;99.4;92.0;0.0;62.5;75.6;481.8;46.4;23.5;2.9;-1.5;0.4;0.1;0.9;0.2;0.8;-0.3;-0.6;-0.4;-0.2;-1279.6;2243.3;-20.9;113.7;-24.5;71.5;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;22;HOBRAC6735A204232;12;1089;2056;-286;378;283;-27;593;2739;3.98;-95;99.9;97.8;81.1;0.0;72.8;74.6;1020.3;20.9;23.0;2.9;-0.7;1.2;0.7;0.6;0.9;2.0;-0.3;-0.8;-0.3;-0.4;-741.1;2781.8;-46.4;88.2;-25.0;71.0;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;23;HOBRAC6735A204238;18;1110;2290;-147;448;353;43;663;2856;3.98;-95;100.0;99.3;90.7;0.0;71.4;73.7;1498.8;26.4;33.0;3.0;-1.2;0.7;0.9;-0.4;0.8;3.4;0.0;-0.1;-0.3;-0.3;-262.6;3260.3;-40.9;93.7;-15.0;81.0;;A2A2xA1A2=50%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;24;HOBRAC6735A204244;24;1081;2195;-161;441;346;36;656;2808;3.98;-95;100.0;99.2;89.9;0.0;63.5;73.7;991.8;32.4;27.5;3.0;-1.5;0.2;0.4;-0.3;0.1;2.3;0.1;-0.5;-0.1;-0.2;-769.6;2753.3;-34.9;99.7;-20.5;75.5;;A2A2xA2A2=100%A2A2;BBxNoCall
007HO17593;Betzold;3422;1043;25;HOBRAC6735A204249;29;1108;2030;-374;334;239;-71;549;2726;3.98;-95;99.9;95.9;72.7;0.0;70.8;72.9;663.3;10.4;14.5;3.0;-0.4;1.6;1.3;1.8;0.5;-0.1;-0.1;-0.2;0.1;-0.5;-1098.1;2424.8;-56.9;77.7;-33.5;62.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;26;HOBRAC6735A204251;31;1088;1983;-273;385;290;-20;600;2702;3.98;-95;100.0;98.0;82.2;0.0;69.6;72.7;831.8;24.4;22.0;3.0;-1.1;0.8;-0.0;0.2;1.0;1.0;-0.3;-0.8;-0.6;-1.0;-929.6;2593.3;-42.9;91.7;-26.0;70.0;;A2A2xA2A2=100%A2A2;BBxNoCall
007HO17593;Betzold;3422;1043;27;HOBRAC6735A204254;34;1187;1859;-373;335;240;-70;550;2640;3.98;-95;99.9;95.9;72.8;0.0;70.1;72.5;281.8;26.4;15.5;3.0;-0.7;0.9;-0.4;1.1;1.5;1.4;-0.6;-1.2;-0.6;-0.8;-1479.6;2043.3;-40.9;93.7;-32.5;63.5;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;28;HOBRAC6735A204230;10;1105;2139;-430;306;211;-99;521;2780;3.98;-95;99.8;94.1;66.5;0.0;70.7;72.1;1059.8;19.4;20.0;2.9;-1.0;1.0;0.3;-0.9;0.9;3.7;0.4;0.2;-0.0;0.3;-701.6;2821.3;-47.9;86.7;-28.0;68.0;;A2A2xA2A2=100%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;29;HOBRAC6735A204224;4;1189;1754;-391;326;231;-79;541;2588;3.98;-95;99.8;95.4;70.9;0.0;67.7;71.7;775.8;15.4;16.0;3.0;-1.1;0.6;0.1;1.0;0.2;0.8;-0.3;-1.4;-0.8;-1.0;-985.6;2537.3;-51.9;82.7;-32.0;64.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;30;HOBRAC6735A204226;6;1107;2249;-225;409;314;4;624;2836;3.98;-95;100.0;98.6;85.9;0.0;70.4;70.9;791.8;28.4;26.5;3.0;-1.1;0.8;0.6;-0.1;0.7;2.4;0.0;-0.0;0.0;-0.0;-969.6;2553.3;-38.9;95.7;-21.5;74.5;;A2A2xA1A2=50%A2A2;BBxAE
007HO17593;Betzold;3422;1043;31;HOBRAC6735A204223;3;1115;1814;-509;267;172;-138;482;2618;3.98;-95;99.5;90.5;57.0;0.0;70.7;70.2;618.3;14.4;13.0;2.9;-0.5;1.0;-0.0;0.9;-0.0;0.6;-0.5;-0.9;-0.5;-0.1;-1143.1;2379.8;-52.9;81.7;-35.0;61.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;32;HOBRAC6735A204255;35;1180;1898;-362;340;245;-65;555;2660;3.98;-95;99.9;96.2;73.9;0.0;71.6;68.5;752.8;14.9;15.0;3.0;-0.6;1.3;0.4;1.1;1.3;1.4;-0.6;-0.9;-0.5;-0.8;-1008.6;2514.3;-52.4;82.2;-33.0;63.0;;A2A2xA1A2=50%A2A2;BBxAE
007HO17593;Betzold;3422;1043;33;HOBRAC6735A204263;43;1122;2027;-419;312;217;-93;527;2724;3.98;-95;99.8;94.5;67.7;0.0;55.1;68.2;1270.8;19.4;27.5;3.1;-2.1;-0.2;-0.5;-0.6;1.2;1.0;-0.6;-0.1;-0.4;-0.6;-490.6;3032.3;-47.9;86.7;-20.5;75.5;;A2A2xA1A2=50%A2A2;BBxBB=100%BB
007HO17593;Betzold;3422;1043;34;HOBRAC6735A204259;39;1117;1712;-478;282;187;-123;497;2567;3.98;-95;99.6;92.0;60.8;0.0;63.6;68.0;414.8;11.9;13.5;3.0;-0.3;1.1;0.1;1.1;0.2;-0.2;-0.3;-1.4;-0.7;-0.7;-1346.6;2176.3;-55.4;79.2;-34.5;61.5;;A2A2xA1A2=50%A2A2;BBxBB=100%BB
007HO17593;Betzold;3422;1043;35;HOBRAC6735A204248;28;1099;1735;-546;248;153;-157;463;2578;3.98;-95;99.3;88.3;52.4;0.0;61.6;68.0;276.8;17.4;10.5;3.0;-0.5;1.2;-0.4;0.8;0.1;1.4;-0.4;-1.4;-0.6;-0.5;-1484.6;2038.3;-49.9;84.7;-37.5;58.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;36;HOBRAC6735A204258;38;1111;2059;-290;376;281;-29;591;2740;3.98;-95;99.9;97.7;80.7;0.0;58.7;67.9;384.3;37.9;19.5;3.0;-1.5;-0.1;-0.2;-0.2;0.3;1.4;-0.3;-0.6;-0.2;-0.1;-1377.1;2145.8;-29.4;105.2;-28.5;67.5;;A2A2xA1A2=50%A2A2;BBxBE
007HO17593;Betzold;3422;1043;37;HOBRAC6735A204250;30;1093;1886;-515;264;169;-141;479;2654;3.98;-95;99.5;90.2;56.2;0.0;55.3;67.9;595.3;24.9;13.5;3.0;-1.9;-0.5;-0.2;0.9;0.9;0.8;0.0;-0.5;0.0;-0.1;-1166.1;2356.8;-42.4;92.2;-34.5;61.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;38;HOBRAC6735A204252;32;1094;1688;-506;268;173;-137;483;2555;3.98;-95;99.5;90.6;57.4;0.0;50.1;67.0;995.3;24.9;22.0;3.1;-2.7;-0.7;-0.9;-0.9;0.2;1.8;-0.2;-1.5;-0.9;-0.8;-766.1;2756.8;-42.4;92.2;-26.0;70.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;39;HOBRAC6735A204222;2;1106;1985;-413;315;220;-90;530;2704;3.98;-95;99.8;94.7;68.4;0.0;54.2;65.2;494.8;19.9;18.5;3.0;-1.7;-0.5;-0.4;0.6;0.4;-1.1;0.0;-0.2;0.0;-0.8;-1266.6;2256.3;-47.4;87.2;-29.5;66.5;;A2A2xA1A2=50%A2A2;BBxBE
007HO17593;Betzold;3422;1043;40;HOBRAC6735A204233;13;1096;1621;-649;197;102;-208;412;2522;3.98;-95;98.3;80.7;39.5;0.0;58.1;65.1;259.3;11.4;5.5;3.0;-0.7;0.7;-0.5;1.0;-0.2;0.0;-0.4;-1.0;-0.5;-0.5;-1502.1;2020.8;-55.9;78.7;-42.5;53.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;41;HOBRAC6735A204253;33;1095;1532;-648;198;102;-208;412;2477;3.98;-95;98.3;80.8;39.6;0.0;55.7;64.7;34.8;10.9;2.0;3.0;-1.0;0.2;-0.4;1.3;-0.1;0.1;-0.4;-1.2;-0.8;-0.9;-1726.6;1796.3;-56.4;78.2;-46.0;50.0;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;42;HOBRAC6735A204228;8;1193;2246;-286;378;283;-27;593;2834;3.98;-95;99.9;97.8;81.1;0.0;19.2;63.8;1011.8;38.9;30.5;2.9;-2.7;-1.0;-0.0;-0.6;0.5;2.6;0.1;-0.3;0.0;0.4;-749.6;2773.3;-28.4;106.2;-17.5;78.5;;A2A2xA1A2=50%A2A2;BBxAB=50%BB
007HO17593;Betzold;3422;1043;43;HOBRAC6735A204257;37;1175;1558;-531;256;161;-149;471;2490;3.98;-95;99.4;89.2;54.2;0.0;56.9;62.8;333.8;10.9;12.0;3.0;-0.9;0.2;-0.4;1.6;-0.8;-0.1;-0.6;-1.7;-1.0;-0.9;-1427.6;2095.3;-56.4;78.2;-36.0;60.0;;A2A2xNoCall;BBxAB=50%BB
007HO17593;Betzold;3422;1043;44;HOBRAC6735A204237;17;1097;1477;-739;152;57;-253;367;2450;3.98;-95;96.7;72.0;29.1;0.0;56.5;62.6;-78.2;10.9;3.5;3.0;-0.4;0.7;-0.9;1.1;-0.8;-0.5;-0.6;-1.5;-0.7;-0.5;-1839.6;1683.3;-56.4;78.2;-44.5;51.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;45;HOBRAC6735A204231;11;1196;1335;-775;134;39;-271;349;2378;3.98;-95;95.8;68.0;25.3;0.0;53.6;61.1;560.3;1.4;4.5;3.0;-0.8;0.3;-1.1;0.7;-0.1;-0.3;-0.6;-1.8;-1.0;-0.7;-1201.1;2321.8;-65.9;68.7;-43.5;52.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17593;Betzold;3422;1043;46;HOBRAC6735A204235;15;1100;1368;-812;116;20;-290;330;2395;3.98;-95;94.6;63.7;21.7;0.0;47.4;59.2;219.8;11.9;3.5;3.1;-1.7;-0.3;-1.6;-0.1;-1.1;-0.6;-0.7;-1.4;-0.9;-0.9;-1541.6;1981.3;-55.4;79.2;-44.5;51.5;;A2A2xA2A2=100%A2A2;BBxAA=100%AB
007HO17697;POwered;3337;1026;1;HOBRAC6735A204243;23;1102;2610;269;648;552;242;862;2974;3.98;-95;100.0;100.0;99.5;0.0;81.6;76.8;613.8;54.9;20.5;2.9;-0.2;2.0;2.4;2.1;1.1;2.1;0.4;0.0;-0.3;-0.4;-1147.6;2375.3;-12.4;122.2;-27.5;68.5;;xA1A2;xBB
007HO17697;POwered;3337;1026;2;HOBRAC6735A204240;20;1104;2560;215;620;525;215;835;2948;3.98;-95;100.0;100.0;99.2;0.0;79.6;76.4;933.8;60.4;26.5;3.0;-0.8;1.5;1.4;1.9;0.2;2.2;0.4;-0.3;-0.3;-0.2;-827.6;2695.3;-6.9;127.7;-21.5;74.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;3;HOBRAC6735A204260;40;1118;2444;196;611;516;206;826;2890;3.98;-95;100.0;100.0;99.1;0.0;79.5;76.2;403.3;53.9;25.0;2.9;-0.3;1.8;1.8;1.7;0.9;2.7;0.1;-0.9;-0.8;-0.5;-1358.1;2164.8;-13.4;121.2;-23.0;73.0;;xA2A2;xBB
007HO17697;POwered;3337;1026;4;HOBRAC6735A204261;41;1121;2552;256;641;546;236;856;2944;3.98;-95;100.0;100.0;99.4;0.0;77.3;76.0;558.3;69.9;27.0;2.9;-1.1;1.1;1.4;1.5;1.4;2.6;-0.1;-0.8;-0.8;0.1;-1203.1;2319.8;2.6;137.2;-21.0;75.0;;xA2A2;xBB
007HO17697;POwered;3337;1026;5;HOBRAC6735A204234;14;1186;2704;353;690;594;284;904;3020;3.98;-95;100.0;100.0;99.8;0.0;74.2;75.8;1158.8;52.4;41.5;2.9;-1.3;0.8;2.1;0.6;0.8;2.8;0.2;-0.3;-0.4;-0.8;-602.6;2920.3;-14.9;119.7;-6.5;89.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;6;HOBRAC6735A204242;22;1200;2606;223;624;529;219;839;2972;3.98;-95;100.0;100.0;99.3;0.0;73.6;75.5;893.8;44.9;25.0;2.8;-1.0;0.8;2.9;1.4;0.2;3.2;0.2;0.1;0.2;-0.6;-867.6;2655.3;-22.4;112.2;-23.0;73.0;;xA2A2;xBB
007HO17697;POwered;3337;1026;7;HOBRAC6735A204225;5;1086;2488;134;580;485;175;795;2912;3.98;-95;100.0;99.9;98.4;0.0;76.5;75.3;764.3;45.4;26.5;2.9;-0.8;1.5;2.4;0.9;0.8;1.7;0.0;-0.1;-0.9;-0.7;-997.1;2525.8;-21.9;112.7;-21.5;74.5;;xA2A2;xAA
007HO17697;POwered;3337;1026;8;HOBRAC6735A204221;1;1087;2494;93;560;464;154;774;2916;3.98;-95;100.0;99.9;97.9;0.0;76.8;74.8;1269.8;45.4;31.0;3.0;-0.7;1.1;2.1;0.7;-0.1;2.5;-0.1;-0.2;-0.4;-0.2;-491.6;3031.3;-21.9;112.7;-17.0;79.0;;xA1A2;xAB
007HO17697;POwered;3337;1026;9;HOBRAC6735A204241;21;1109;2451;-48;489;394;84;704;2894;3.98;-95;100.0;99.7;94.3;0.0;82.5;73.7;1244.8;28.9;26.0;3.0;0.4;2.2;2.0;1.2;0.8;3.3;0.5;-0.1;-0.1;-0.3;-516.6;3006.3;-38.4;96.2;-22.0;74.0;;xA2A2;xAB
007HO17697;POwered;3337;1026;10;HOBRAC6735A204246;26;1083;2256;52;539;444;134;754;2796;3.98;-95;100.0;99.9;97.1;0.0;72.3;73.2;594.3;39.9;20.5;3.0;-1.1;1.1;1.2;0.6;0.4;2.2;0.4;-0.6;-0.5;-1.0;-1167.1;2355.8;-27.4;107.2;-27.5;68.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;11;HOBRAC6735A204264;44;1120;2364;68;547;452;142;762;2850;3.98;-95;100.0;99.9;97.4;0.0;65.2;72.5;462.3;62.9;26.0;3.0;-1.7;0.3;0.4;0.7;0.1;1.0;-0.1;-0.6;-0.8;-0.2;-1299.1;2223.8;-4.4;130.2;-22.0;74.0;;xA2A2;xAB
007HO17697;POwered;3337;1026;12;HOBRAC6735A204266;46;1113;2208;-76;475;380;70;690;2772;3.98;-95;100.0;99.6;93.2;0.0;74.1;71.7;522.8;37.9;20.5;3.0;-0.6;1.1;0.9;1.9;-0.4;0.8;-0.1;-0.8;-0.7;-0.3;-1238.6;2284.3;-29.4;105.2;-27.5;68.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;13;HOBRAC6735A204247;27;1114;2214;-69;478;383;73;693;2776;3.98;-95;100.0;99.6;93.5;0.0;71.2;71.3;1043.3;41.4;22.0;2.9;-1.3;0.4;1.3;0.2;-0.8;1.3;-0.1;-0.7;-0.7;-0.1;-718.1;2804.8;-25.9;108.7;-26.0;70.0;;xA2A2;xAA
007HO17697;POwered;3337;1026;14;HOBRAC6735A204262;42;1116;2188;-118;454;359;49;669;2762;3.98;-95;100.0;99.4;91.3;0.0;73.6;71.0;189.3;40.9;16.5;3.0;-0.5;1.0;0.8;1.1;-0.3;0.7;-0.1;-0.6;-0.7;-0.5;-1572.1;1950.8;-26.4;108.2;-31.5;64.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;15;HOBRAC6735A204256;36;1169;2158;-124;451;356;46;666;2748;3.98;-95;100.0;99.3;91.0;0.0;72.0;70.6;799.3;20.9;23.0;3.0;-0.6;1.1;1.9;1.4;-0.6;2.2;0.1;-0.7;-0.8;-0.7;-962.1;2560.8;-46.4;88.2;-25.0;71.0;;xA2A2;xBB
007HO17697;POwered;3337;1026;16;HOBRAC6735A204245;25;1091;2172;-131;448;352;42;662;2754;3.98;-95;100.0;99.3;90.6;0.0;72.2;70.6;1035.8;24.9;19.5;3.0;-0.6;0.8;1.5;0.9;-0.4;1.2;0.1;-0.2;-0.4;-0.6;-725.6;2797.3;-42.4;92.2;-28.5;67.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;17;HOBRAC6735A204238;18;1110;2290;-147;440;344;34;654;2814;3.98;-95;100.0;99.2;89.7;0.0;71.5;70.4;1284.8;28.9;27.5;3.0;-1.0;0.6;1.3;-0.3;-0.1;2.9;0.3;-0.1;-0.6;-0.1;-476.6;3046.3;-38.4;96.2;-20.5;75.5;;xA1A2;xAB
007HO17697;POwered;3337;1026;18;HOBRAC6735A204236;16;1082;2158;-128;449;354;44;664;2748;3.98;-95;100.0;99.3;90.8;0.0;69.5;70.2;643.3;33.4;21.5;2.9;-1.0;0.3;1.3;0.6;-1.1;0.8;0.1;-0.7;-0.5;-0.4;-1118.1;2404.8;-33.9;100.7;-26.5;69.5;;xA2A2;xBB
007HO17697;POwered;3337;1026;19;HOBRAC6735A204265;45;1123;2232;-168;429;334;24;644;2784;3.98;-95;100.0;99.0;88.5;0.0;70.8;69.9;1064.3;29.9;23.0;3.1;-1.1;0.7;1.0;0.6;-0.3;1.7;0.1;-0.2;-0.3;-0.8;-697.1;2825.8;-37.4;97.2;-25.0;71.0;;xA2A2;xAA
007HO17697;POwered;3337;1026;20;HOBRAC6735A204229;9;1194;2216;-231;398;302;-8;612;2776;3.98;-95;100.0;98.4;84.2;0.0;75.1;69.6;488.8;29.9;21.0;3.0;-0.4;1.6;1.0;0.4;2.3;3.0;-0.1;-0.8;-0.6;-0.2;-1272.6;2250.3;-37.4;97.2;-27.0;69.0;;xA2A2;xAB
007HO17697;POwered;3337;1026;21;HOBRAC6735A204227;7;1103;2200;-121;452;357;47;667;2768;3.98;-95;100.0;99.3;91.1;0.0;64.5;69.6;267.8;48.9;18.0;3.0;-1.4;0.3;0.5;1.1;-0.6;0.3;0.0;-0.6;-0.7;-0.0;-1493.6;2029.3;-18.4;116.2;-30.0;66.0;;xA2A2;xAB
007HO17697;POwered;3337;1026;22;HOBRAC6735A204244;24;1081;2195;-161;432;337;27;647;2766;3.98;-95;100.0;99.1;88.9;0.0;65.5;69.2;777.8;34.9;22.0;3.0;-1.3;0.2;0.8;-0.2;-0.8;1.8;0.3;-0.5;-0.4;0.0;-983.6;2539.3;-32.4;102.2;-26.0;70.0;;xA2A2;xNoCall
007HO17697;POwered;3337;1026;23;HOBRAC6735A204226;6;1107;2249;-225;400;305;-5;615;2793;3.98;-95;100.0;98.4;84.6;0.0;70.6;69.1;577.8;30.9;21.0;3.0;-0.9;0.8;1.0;0.1;-0.2;1.9;0.3;-0.1;-0.2;0.2;-1183.6;2339.3;-36.4;98.2;-27.0;69.0;;xA1A2;xAE
007HO17697;POwered;3337;1026;24;HOBRAC6735A204239;19;1112;2071;-272;377;282;-28;592;2704;3.98;-95;99.9;97.8;80.8;0.0;71.6;68.3;1220.8;21.4;22.0;3.0;-0.9;0.8;1.0;-0.5;-0.6;0.9;-0.2;-0.5;-0.7;-0.3;-540.6;2982.3;-45.9;88.7;-26.0;70.0;;xA2A2;xBB
007HO17697;POwered;3337;1026;25;HOBRAC6735A204232;12;1089;2056;-286;370;275;-35;585;2696;3.98;-95;99.9;97.5;79.6;0.0;72.9;68.2;806.3;23.4;17.5;2.9;-0.6;1.2;1.1;0.8;0.0;1.5;-0.1;-0.8;-0.5;-0.2;-955.1;2567.8;-43.9;90.7;-30.5;65.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;26;HOBRAC6735A204251;31;1088;1983;-273;376;281;-29;591;2660;3.98;-95;99.9;97.7;80.7;0.0;69.7;67.8;617.8;26.9;16.5;3.0;-1.0;0.7;0.4;0.4;0.2;0.5;-0.1;-0.8;-0.9;-0.8;-1143.6;2379.3;-40.4;94.2;-31.5;64.5;;xA2A2;xNoCall
007HO17697;POwered;3337;1026;27;HOBRAC6735A204249;29;1108;2030;-374;326;231;-79;541;2684;3.98;-95;99.8;95.4;70.9;0.0;72.8;66.8;449.3;12.9;9.0;3.0;-0.3;1.5;1.7;1.9;-0.3;-0.6;0.1;-0.2;-0.2;-0.4;-1312.1;2210.8;-54.4;80.2;-39.0;57.0;;xA2A2;xAA
007HO17697;POwered;3337;1026;28;HOBRAC6735A204255;35;1180;1898;-362;332;237;-73;547;2618;3.98;-95;99.9;95.7;72.1;0.0;71.7;66.6;538.8;17.4;9.5;3.0;-0.5;1.2;0.8;1.2;0.5;0.9;-0.2;-0.9;-0.8;-0.6;-1222.6;2300.3;-49.9;84.7;-38.5;57.5;;xA1A2;xAE
007HO17697;POwered;3337;1026;29;HOBRAC6735A204258;38;1111;2059;-290;368;273;-37;583;2698;3.98;-95;99.9;97.4;79.2;0.0;60.7;66.3;170.3;40.4;14.0;3.0;-1.3;-0.2;0.2;-0.1;-0.6;0.9;-0.1;-0.6;-0.4;0.1;-1591.1;1931.8;-26.9;107.7;-34.0;62.0;;xA1A2;xBE
007HO17697;POwered;3337;1026;30;HOBRAC6735A204254;34;1187;1859;-373;326;231;-79;541;2598;3.98;-95;99.8;95.4;71.0;0.0;70.2;66.2;67.8;28.9;10.0;3.1;-0.6;0.8;-0.0;1.2;0.6;0.9;-0.2;-1.3;-0.9;-0.6;-1693.6;1829.3;-38.4;96.2;-38.0;58.0;;xA2A2;xAB
007HO17697;POwered;3337;1026;31;HOBRAC6735A204230;10;1105;2139;-430;298;203;-107;513;2738;3.98;-95;99.7;93.4;64.5;0.0;70.8;65.7;845.8;21.9;14.5;3.0;-0.9;0.9;0.7;-0.8;0.0;3.2;0.7;0.2;-0.3;0.5;-915.6;2607.3;-45.4;89.2;-33.5;62.5;;xA2A2;xAB
007HO17697;POwered;3337;1026;32;HOBRAC6735A204224;4;1189;1754;-391;318;222;-88;532;2546;3.98;-95;99.8;94.8;69.0;0.0;67.8;65.3;561.8;17.9;10.5;3.0;-0.9;0.5;0.5;1.1;-0.6;0.2;0.0;-1.4;-1.1;-0.8;-1199.6;2323.3;-49.4;85.2;-37.5;58.5;;xA2A2;xAA
007HO17697;POwered;3337;1026;33;HOBRAC6735A204223;3;1115;1814;-509;258;163;-147;473;2576;3.98;-95;99.4;89.5;54.9;0.0;70.8;63.7;404.3;16.9;7.5;3.0;-0.3;0.9;0.4;1.1;-0.9;0.1;-0.2;-0.9;-0.7;0.0;-1357.1;2165.8;-50.4;84.2;-40.5;55.5;;xA2A2;xAA
007HO17697;POwered;3337;1026;34;HOBRAC6735A204263;43;1122;2027;-419;304;208;-102;518;2682;3.98;-95;99.7;93.8;65.8;0.0;57.1;63.6;1056.8;21.9;22.0;3.1;-1.9;-0.3;-0.1;-0.5;0.3;0.5;-0.3;-0.2;-0.6;-0.4;-704.6;2818.3;-45.4;89.2;-26.0;70.0;;xA1A2;xBB
007HO17697;POwered;3337;1026;35;HOBRAC6735A204222;2;1106;1985;-413;306;211;-99;521;2661;3.98;-95;99.8;94.1;66.5;0.0;56.2;63.5;280.8;22.4;13.0;3.0;-1.5;-0.5;-0.0;0.7;-0.5;-1.6;0.3;-0.2;-0.2;-0.6;-1480.6;2042.3;-44.9;89.7;-35.0;61.0;;xA1A2;xBE
007HO17697;POwered;3337;1026;36;HOBRAC6735A204259;39;1117;1712;-478;274;179;-131;489;2524;3.98;-95;99.5;91.2;58.7;0.0;65.6;63.4;200.8;14.4;8.0;3.0;-0.2;1.1;0.5;1.2;-0.6;-0.7;-0.1;-1.4;-1.0;-0.5;-1560.6;1962.3;-52.9;81.7;-40.0;56.0;;xA1A2;xBB
007HO17697;POwered;3337;1026;37;HOBRAC6735A204248;28;1099;1735;-546;240;145;-165;455;2536;3.98;-95;99.2;87.3;50.2;0.0;63.6;61.8;62.8;19.9;5.0;3.0;-0.3;1.2;-0.0;1.0;-0.8;0.9;-0.1;-1.4;-0.8;-0.3;-1698.6;1824.3;-47.4;87.2;-43.0;53.0;;xA2A2;xAA
007HO17697;POwered;3337;1026;38;HOBRAC6735A204250;30;1093;1886;-515;256;160;-150;470;2612;3.98;-95;99.4;89.2;54.1;0.0;57.4;61.7;381.3;27.4;8.0;3.0;-1.8;-0.5;0.2;1.1;0.0;0.2;0.3;-0.5;-0.2;0.1;-1380.1;2142.8;-39.9;94.7;-40.0;56.0;;xA2A2;xAA
007HO17697;POwered;3337;1026;39;HOBRAC6735A204257;37;1175;1558;-531;248;152;-158;462;2448;3.98;-95;99.3;88.2;52.1;0.0;58.9;61.2;119.8;13.4;6.5;3.0;-0.8;0.1;0.0;1.7;-1.6;-0.6;-0.3;-1.8;-1.2;-0.7;-1641.6;1881.3;-53.9;80.7;-41.5;54.5;;xNoCall;xAB
007HO17697;POwered;3337;1026;40;HOBRAC6735A204252;32;1094;1688;-506;260;165;-145;475;2512;3.98;-95;99.4;89.7;55.2;0.0;52.1;60.8;781.3;27.4;16.5;3.1;-2.5;-0.7;-0.5;-0.7;-0.7;1.2;0.1;-1.6;-1.1;-0.6;-980.1;2542.8;-39.9;94.7;-31.5;64.5;;xA2A2;xAA
